,session_key,driver_number,i1_speed,i2_speed,st_speed,lap_duration,duration_sector_1,duration_sector_2,duration_sector_3
0,7779,23,274.7142857142857,284.6666666666667,298.9259259259259,104.61388461538462,38.60223076923077,32.257703703703704,33.635777777777776
1,7787,23,252.85714285714286,257.3333333333333,243.42857142857142,102.2936,35.353833333333334,22.237333333333336,43.93566666666667
2,7953,23,230.55555555555554,247.08771929824562,304.531914893617,100.35816071428572,32.573589285714284,43.32152631578948,24.506
3,9070,23,185.58,199.19607843137254,315.4901960784314,110.65747999999999,39.680119999999995,44.8093137254902,26.166156862745098
4,9078,23,211.07692307692307,184.52631578947367,319.1929824561403,93.35278571428572,32.119392857142856,35.224315789473685,26.05226315789474
5,9094,23,169.15068493150685,171.64935064935065,275.6753246753247,85.7443947368421,22.48536842105263,40.56744155844156,22.69081818181818
6,9102,23,259.6,265.0615384615385,304.5,81.458953125,24.60484375,32.480584615384615,24.429353846153845
7,9110,23,246.7058823529412,275.9714285714286,309.2857142857143,81.30414492753623,22.712376811594204,26.066514285714284,32.52205714285714
8,9118,23,301.67692307692306,223.33802816901408,297.7464788732394,73.00462857142857,18.579228571428573,32.20854929577465,22.43605633802817
9,9126,23,286.9583333333333,245.96153846153845,297.61538461538464,98.69513725490197,31.985588235294117,39.630211538461545,27.06878846153846
10,9133,23,271.66037735849056,235.1014492753623,292.4782608695652,85.60541176470588,31.009838235294115,30.683434782608696,23.977623188405797
11,9141,23,330.3170731707317,184.86363636363637,313.6388888888889,114.56453488372092,32.888976744186046,51.13518181818181,30.557340909090907
12,9149,23,263.54545454545456,251.54166666666666,276.55,120.63788732394367,64.05047887323943,30.306194444444444,26.334125
13,9157,23,315.875,313.5686274509804,320.4468085106383,87.50928,28.667019999999997,30.101392156862747,28.75964705882353
14,9165,23,294.6949152542373,261.56451612903226,286.9423076923077,104.22554098360655,30.430803278688526,44.6166935483871,29.218096774193548
15,9173,23,265.4736842105263,284.9230769230769,263.61538461538464,110.60888000000001,42.606359999999995,47.39488461538462,21.897115384615386
16,9181,23,280.6764705882353,278.59154929577466,327.67241379310343,104.37501428571429,48.120157142857146,33.56215492957747,22.71692957746479
17,9189,23,171.1904761904762,199.0,278.64,107.74128571428572,30.82057142857143,36.01124,40.88652
18,9197,23,288.9761904761905,305.87931034482756,313.3103448275862,91.14356140350877,18.95122807017544,38.37243103448276,33.88
19,9205,23,,,229.0,,,,
20,9213,23,205.91304347826087,178.05357142857142,302.2857142857143,103.5037818181818,28.46169090909091,41.1205,33.967910714285715
21,9221,23,222.4255319148936,268.17543859649123,294.6190476190476,93.13873214285715,35.03583928571429,30.7410350877193,27.804157894736843
22,9472,23,231.3953488372093,253.78571428571428,298.75,98.41345454545454,31.880363636363636,42.43683928571429,24.129321428571426
23,9480,23,278.4848484848485,304.74,314.92,98.53063265306123,36.66787755102041,30.87632,30.982
24,9488,23,269.56,304.2105263157895,296.4255319148936,84.57321428571429,29.37389285714286,18.528859649122808,36.70201754385965
25,9507,23,205.81132075471697,177.2280701754386,320.719298245614,96.82158928571428,33.407178571428574,36.61612280701755,26.80436842105263
26,9515,23,210.73333333333332,252.86274509803923,279.05882352941177,85.93433999999999,28.277959999999997,29.160098039215686,28.50845098039216
27,9523,23,185.17142857142858,175.3116883116883,276.5584415584416,80.98406578947368,21.34636842105263,37.85798701298701,22.011815789473683
28,9531,23,213.75510204081633,268.71153846153845,301.5,91.63241176470588,26.913903846153843,28.958653846153844,35.87936538461538
29,9539,23,262.78333333333336,264.15384615384613,303.5576923076923,82.257125,24.673546875,32.91761538461538,24.681784615384615
30,9550,23,298.7049180327869,223.81428571428572,301.2857142857143,72.36459420289856,18.29472463768116,32.272328571428574,21.83857142857143
31,9558,23,298.64444444444445,253.21153846153845,308.09615384615387,96.3501568627451,31.318941176470588,38.72523076923077,26.318096153846152
32,9566,23,269.58620689655174,234.52941176470588,290.9047619047619,85.68994029850745,30.986895522388057,30.653926470588235,24.084014705882353
33,9574,23,325.9756097560976,198.13953488372093,314.15625,110.4169512195122,31.77245238095238,49.266000000000005,29.42069047619048
34,9582,23,282.04,266.9230769230769,306.13793103448273,77.166546875,26.55015625,27.731,22.932523076923076
35,9590,23,314.3095238095238,317.54716981132077,326.531914893617,85.6965,28.055038461538462,29.23333962264151,28.474886792452832
36,9598,23,186.61702127659575,200.7843137254902,316.5098039215686,110.92712,40.27478,44.575431372549026,26.09978431372549
37,9606,23,282.42857142857144,259.53333333333336,280.07142857142856,103.56657142857144,31.122285714285713,43.06046666666667,29.46333333333333
38,9617,23,207.84313725490196,176.5090909090909,300.2909090909091,104.00855555555556,28.317759259259258,41.2464909090909,34.47365454545454
39,9625,23,,,320.0,,,,
40,9644,23,175.45454545454547,205.36,304.2916666666667,100.78641666666665,29.395666666666667,33.70932,37.801320000000004
41,9655,23,220.41463414634146,258.15555555555557,286.25,99.44390909090909,37.082750000000004,32.66448888888889,30.316822222222225
42,9662,23,287.75555555555553,297.4727272727273,309.8727272727273,91.16957407407408,18.535314814814814,38.97934545454545,33.72161818181819
43,9673,23,260.5652173913044,253.28571428571428,295.55357142857144,109.24901818181819,29.195854545454544,32.86192857142857,47.14839285714286
