,session_key,driver_number,i1_speed,i2_speed,st_speed,lap_duration,duration_sector_1,duration_sector_2,duration_sector_3,location,year,air_temperature,humidity,pressure,rainfall,track_temperature,wind_speed
0,7779,16,276.3666666666667,293.66,301.82,98.26020408163265,36.172877551020406,30.84516,31.239079999999998,Jeddah,2023,78.9654054054054,57.79054054054054,1010.9297297297296,0,89.22662162162163,3.9646290540540554
1,9070,16,203.69565217391303,209.3921568627451,311.29411764705884,109.47088,38.88982,44.192627450980396,26.362960784313724,Baku,2023,76.74912499999999,49.225,1008.64625,0,106.178,2.4229506250000004
2,9102,16,271.3174603174603,279.2878787878788,314.2037037037037,80.87029230769231,24.329753846153846,32.16662121212121,24.40390909090909,Barcelona,2023,72.81324675324676,63.07792207792208,1001.0909090909092,0,92.91012987012988,4.182027922077923
3,9126,16,283.8333333333333,246.40384615384616,294.3269230769231,98.77111764705883,32.35049019607843,39.30084615384615,27.088615384615384,Silverstone,2023,70.6523178807947,56.18543046357616,1001.2258278145696,0,87.69390728476822,6.764332450331127
4,9181,16,281.07142857142856,275.4788732394366,318.2068965517241,104.09582857142857,48.202357142857146,33.31966197183098,22.562056338028167,Mexico City,2023,77.98526315789474,23.55263157894737,779.5205263157894,0,114.15105263157896,3.3331300000000006
5,9480,16,279.4,291.0,302.8,97.24961224489796,35.636204081632656,30.66418,30.906999999999996,Jeddah,2024,77.95054794520547,62.33561643835616,1012.6828767123288,0,88.86767123287672,2.914228767123288
6,9496,16,274.9555555555556,293.9056603773585,291.64150943396226,129.52971153846153,66.96903846153846,43.98356603773585,19.576509433962265,Suzuka,2024,71.04408839779006,43.430939226519335,1012.3723756906076,0,99.50198895027624,5.012857458563537
7,9515,16,214.5,253.22222222222223,287.58730158730157,81.42883870967742,25.99214516129032,28.262349206349207,27.177968253968253,Imola,2024,77.20517482517482,48.42657342657343,1006.6342657342658,0,107.6427972027972,4.789995804195804
8,9523,16,198.86666666666667,181.83333333333334,275.12820512820514,79.73018181818182,20.63016883116883,37.04185897435897,22.179545454545455,Monaco,2024,70.87370000000001,63.99,1018.7435,0,115.3724,2.1911415
9,9574,16,315.05,203.7674418604651,311.5,109.20514285714286,31.936953488372094,47.895,29.373302325581392,Spa-Francorchamps,2024,70.38933333333333,49.62222222222222,978.0962962962964,0,108.064,3.764788148148148
10,9598,16,197.89361702127658,210.68627450980392,316.4313725490196,109.53622,39.52908,44.07535294117647,25.945470588235295,Baku,2024,80.07065789473685,38.01973684210526,1017.6401315789476,0,111.8288157894737,3.470293421052632
