,session_key,driver_number,i1_speed,i2_speed,st_speed,lap_duration,duration_sector_1,duration_sector_2,duration_sector_3
0,7779,4,281.54285714285714,299.52,303.8,99.08195918367346,36.846265306122454,31.0174,31.226799999999997
1,7787,4,251.05357142857142,277.17241379310343,278.8363636363636,158.69308771929823,31.539473684210527,21.75,104.5439827586207
2,7953,4,227.1590909090909,246.01818181818183,287.1372549019608,102.5557037037037,34.87611111111111,43.11307272727273,24.59689090909091
3,9070,4,188.10416666666666,200.23529411764707,314.9019607843137,110.54798000000001,39.43526,44.76939215686274,26.321411764705882
4,9078,4,210.30612244897958,184.91228070175438,305.5438596491228,93.53937499999999,31.907214285714286,35.50587719298246,26.184124999999998
5,9094,4,178.12857142857143,175.54545454545453,275.5844155844156,84.78956578947368,22.15746052631579,40.15157142857143,22.468961038961037
6,9102,4,261.5,265.38461538461536,303.6938775510204,81.51409375,25.029234375,32.225276923076926,24.348430769230767
7,9110,4,244.98461538461538,274.0,309.15714285714284,81.35669565217391,22.58155072463768,26.084600000000002,32.68342857142857
8,9118,4,300.46666666666664,224.74647887323943,297.1267605633803,72.48038571428572,18.51062857142857,31.967338028169014,22.146338028169016
9,9126,4,276.95,249.1153846153846,283.61538461538464,98.51343137254902,32.141705882352944,39.422134615384614,26.900903846153845
10,9133,4,280.6296296296296,241.1,289.54,84.52846376811594,30.854405797101453,29.947,23.746542857142856
11,9141,4,307.2894736842105,186.95454545454547,302.48571428571427,114.0776046511628,33.50227906976744,49.769409090909086,30.840477272727274
12,9149,4,269.078125,259.52777777777777,279.109375,120.63966197183098,64.68894366197183,30.031875,25.963430555555554
13,9157,4,311.8888888888889,317.5098039215686,319.3636363636364,87.50157999999999,28.742759999999997,30.13350980392157,28.64972549019608
14,9165,4,279.7719298245614,261.7903225806452,282.03636363636366,103.1445081967213,30.20486885245902,44.054725806451614,28.882467741935482
15,9173,4,266.265306122449,287.2830188679245,284.37735849056605,102.97084615384617,37.84425,45.20432075471698,20.32466037735849
16,9181,4,272.8955223880597,277.53521126760563,327.47058823529414,104.12394285714286,48.384614285714285,33.17929577464789,22.60818309859155
17,9189,4,167.66666666666666,190.0,237.5,119.327,32.584,37.438,48.730000000000004
18,9197,4,288.5,300.2413793103448,305.2068965517241,90.39647368421053,18.68363157894737,38.42534482758621,33.306620689655176
19,9205,4,298.95081967213116,247.16901408450704,287.8636363636364,98.50414285714285,41.16571428571429,39.403845070422534,18.502802816901408
20,9213,4,211.6,182.85714285714286,295.25,102.37054545454545,28.062490909090908,40.85575,33.44192857142857
21,9221,4,225.27450980392157,270.87719298245617,293.51162790697674,91.90785714285714,34.50917857142857,30.45542105263158,27.33114035087719
22,9472,4,233.60526315789474,256.49122807017545,296.3255813953488,97.33985714285714,31.555,41.861333333333334,23.954543859649124
23,9480,4,277.1621621621622,290.12,293.66,97.73581632653062,35.67591836734694,30.80334,31.22104
24,9488,4,272.6530612244898,298.2758620689655,289.25,83.20987719298245,28.914263157894737,18.281689655172414,36.01798275862069
25,9496,4,278.1578947368421,296.58490566037733,293.3207547169811,129.9714423076923,67.42438461538462,43.8517358490566,19.36422641509434
26,9507,4,205.75555555555556,181.6315789473684,306.29824561403507,95.55280357142858,32.446017857142856,36.359157894736846,26.730666666666664
27,9515,4,216.8653846153846,255.68253968253967,291.1904761904762,81.32601612903225,25.82256451612903,28.297126984126987,27.202015873015874
28,9523,4,192.6338028169014,185.67948717948718,278.9102564102564,79.69041558441559,20.65081818181818,37.124205128205126,22.05151948051948
29,9531,4,212.20338983050848,265.22857142857146,283.6714285714286,90.50846376811594,25.849652173913043,28.71185714285714,36.03044285714285
30,9539,4,261.3968253968254,270.6515151515151,310.0655737704918,80.2845076923077,24.023707692307692,32.14472727272727,24.11440909090909
31,9550,4,300.4423076923077,228.4375,297.0625,71.70925396825398,18.091158730158728,31.70921875,21.89396875
32,9558,4,295.9347826086956,255.53846153846155,301.63461538461536,95.24037254901961,31.02278431372549,38.23286538461538,25.980173076923077
33,9566,4,277.6111111111111,241.15714285714284,287.5416666666667,83.98175362318841,30.611202898550722,29.69647142857143,23.68857142857143
34,9574,4,327.4736842105263,203.2093023255814,315.2258064516129,109.15166666666667,31.559255813953488,48.40688372093023,29.240860465116278
35,9582,4,286.8235294117647,265.2835820895522,296.72131147540983,75.6424090909091,25.74481818181818,27.35620895522388,22.545955223880597
36,9590,4,315.1111111111111,320.37735849056605,325.5882352941176,84.57517307692306,28.171211538461538,28.629056603773584,27.836622641509432
37,9598,4,190.91489361702128,206.19607843137254,314.62745098039215,109.80778000000001,39.58066,44.23994117647059,26.078352941176473
38,9606,4,283.8103448275862,262.2258064516129,280.4791666666667,97.57618032786885,29.098081967213115,41.013225806451615,27.477016129032258
39,9617,4,211.93617021276594,178.92857142857142,299.17857142857144,102.21983636363638,27.522363636363636,40.55698214285714,34.12630357142857
40,9625,4,281.469696969697,276.3380281690141,320.4035087719298,85.01715714285714,30.58824285714286,32.75461971830986,21.99132394366197
41,9636,4,280.55357142857144,207.30434782608697,243.2089552238806,111.08822058823529,43.71111764705882,46.880797101449275,20.448275362318842
42,9644,4,178.7560975609756,207.46,314.88,99.23595918367347,29.067122448979593,33.18288,37.01072
43,9655,4,228.09756097560975,267.45652173913044,266.64516129032256,98.86566666666667,36.90548888888889,31.79054347826087,30.53817391304348
44,9662,4,286.1162790697674,296.375,303.39285714285717,89.51671428571429,18.38082142857143,38.46985964912281,32.6650701754386
