,x,y,z,driver_number,date,session_key,rpm,speed,n_gear,throttle,brake,drs
900,-6806,-7204,479,4,2023-05-28 13:08:19,9094,11226,211,5,75,0,0
901,-6806,-7204,479,4,2023-05-28 13:08:19,9094,10159,203,5,0,100,0
902,-6791,-7289,479,4,2023-05-28 13:08:20,9094,9663,195,5,0,100,0
903,-6791,-7289,479,4,2023-05-28 13:08:20,9094,10718,159,5,0,100,0
904,-6791,-7289,479,4,2023-05-28 13:08:20,9094,10060,144,3,0,100,0
905,-6777,-7386,479,4,2023-05-28 13:08:20,9094,9663,195,5,0,100,0
906,-6777,-7386,479,4,2023-05-28 13:08:20,9094,10718,159,5,0,100,0
907,-6777,-7386,479,4,2023-05-28 13:08:20,9094,10060,144,3,0,100,0
908,-6757,-7565,479,4,2023-05-28 13:08:20,9094,9663,195,5,0,100,0
909,-6757,-7565,479,4,2023-05-28 13:08:20,9094,10718,159,5,0,100,0
910,-6757,-7565,479,4,2023-05-28 13:08:20,9094,10060,144,3,0,100,0
911,-6748,-7677,479,4,2023-05-28 13:08:20,9094,9663,195,5,0,100,0
912,-6748,-7677,479,4,2023-05-28 13:08:20,9094,10718,159,5,0,100,0
913,-6748,-7677,479,4,2023-05-28 13:08:20,9094,10060,144,3,0,100,0
914,-6745,-7767,479,4,2023-05-28 13:08:21,9094,9554,136,3,0,100,0
915,-6745,-7767,479,4,2023-05-28 13:08:21,9094,9421,133,3,0,0,0
916,-6745,-7767,479,4,2023-05-28 13:08:21,9094,8978,128,3,0,100,0
917,-6745,-7767,479,4,2023-05-28 13:08:21,9094,8810,126,3,0,0,0
918,-6745,-7767,479,4,2023-05-28 13:08:21,9094,8771,123,3,0,0,0
919,-6755,-7887,479,4,2023-05-28 13:08:21,9094,9554,136,3,0,100,0
920,-6755,-7887,479,4,2023-05-28 13:08:21,9094,9421,133,3,0,0,0
921,-6755,-7887,479,4,2023-05-28 13:08:21,9094,8978,128,3,0,100,0
922,-6755,-7887,479,4,2023-05-28 13:08:21,9094,8810,126,3,0,0,0
923,-6755,-7887,479,4,2023-05-28 13:08:21,9094,8771,123,3,0,0,0
924,-6793,-7964,479,4,2023-05-28 13:08:21,9094,9554,136,3,0,100,0
925,-6793,-7964,479,4,2023-05-28 13:08:21,9094,9421,133,3,0,0,0
926,-6793,-7964,479,4,2023-05-28 13:08:21,9094,8978,128,3,0,100,0
927,-6793,-7964,479,4,2023-05-28 13:08:21,9094,8810,126,3,0,0,0
928,-6793,-7964,479,4,2023-05-28 13:08:21,9094,8771,123,3,0,0,0
929,-6872,-8041,479,4,2023-05-28 13:08:21,9094,9554,136,3,0,100,0
930,-6872,-8041,479,4,2023-05-28 13:08:21,9094,9421,133,3,0,0,0
931,-6872,-8041,479,4,2023-05-28 13:08:21,9094,8978,128,3,0,100,0
932,-6872,-8041,479,4,2023-05-28 13:08:21,9094,8810,126,3,0,0,0
933,-6872,-8041,479,4,2023-05-28 13:08:21,9094,8771,123,3,0,0,0
934,-6896,-8113,479,4,2023-05-28 13:08:22,9094,8424,120,3,0,100,0
935,-6896,-8113,479,4,2023-05-28 13:08:22,9094,7923,118,3,0,0,0
936,-6896,-8113,479,4,2023-05-28 13:08:22,9094,7907,110,3,37,0,0
937,-6895,-8226,478,4,2023-05-28 13:08:22,9094,8424,120,3,0,100,0
938,-6895,-8226,478,4,2023-05-28 13:08:22,9094,7923,118,3,0,0,0
939,-6895,-8226,478,4,2023-05-28 13:08:22,9094,7907,110,3,37,0,0
940,-6876,-8339,478,4,2023-05-28 13:08:23,9094,8852,122,3,68,0,0
941,-6876,-8339,478,4,2023-05-28 13:08:23,9094,9804,125,3,87,0,0
942,-6876,-8339,478,4,2023-05-28 13:08:23,9094,10274,136,3,87,0,0
943,-6850,-8441,476,4,2023-05-28 13:08:23,9094,8852,122,3,68,0,0
944,-6850,-8441,476,4,2023-05-28 13:08:23,9094,9804,125,3,87,0,0
945,-6850,-8441,476,4,2023-05-28 13:08:23,9094,10274,136,3,87,0,0
946,-6797,-8594,476,4,2023-05-28 13:08:23,9094,8852,122,3,68,0,0
947,-6797,-8594,476,4,2023-05-28 13:08:23,9094,9804,125,3,87,0,0
948,-6797,-8594,476,4,2023-05-28 13:08:23,9094,10274,136,3,87,0,0
949,-6771,-8652,477,4,2023-05-28 13:08:23,9094,8852,122,3,68,0,0
950,-6771,-8652,477,4,2023-05-28 13:08:23,9094,9804,125,3,87,0,0
951,-6771,-8652,477,4,2023-05-28 13:08:23,9094,10274,136,3,87,0,0
952,-6743,-8712,478,4,2023-05-28 13:08:24,9094,10684,149,3,93,0,0
953,-6743,-8712,478,4,2023-05-28 13:08:24,9094,10684,153,3,93,0,0
954,-6743,-8712,478,4,2023-05-28 13:08:24,9094,10684,153,3,93,0,0
955,-6743,-8712,478,4,2023-05-28 13:08:24,9094,10684,153,3,93,0,0
956,-6743,-8712,478,4,2023-05-28 13:08:24,9094,11664,177,3,2,0,0
957,-6676,-8830,478,4,2023-05-28 13:08:24,9094,10684,149,3,93,0,0
958,-6676,-8830,478,4,2023-05-28 13:08:24,9094,10684,153,3,93,0,0
959,-6676,-8830,478,4,2023-05-28 13:08:24,9094,10684,153,3,93,0,0
960,-6676,-8830,478,4,2023-05-28 13:08:24,9094,10684,153,3,93,0,0
961,-6676,-8830,478,4,2023-05-28 13:08:24,9094,11664,177,3,2,0,0
962,-6633,-8894,478,4,2023-05-28 13:08:24,9094,10684,149,3,93,0,0
963,-6633,-8894,478,4,2023-05-28 13:08:24,9094,10684,153,3,93,0,0
964,-6633,-8894,478,4,2023-05-28 13:08:24,9094,10684,153,3,93,0,0
965,-6633,-8894,478,4,2023-05-28 13:08:24,9094,10684,153,3,93,0,0
966,-6633,-8894,478,4,2023-05-28 13:08:24,9094,11664,177,3,2,0,0
967,-6570,-8975,477,4,2023-05-28 13:08:24,9094,10684,149,3,93,0,0
968,-6570,-8975,477,4,2023-05-28 13:08:24,9094,10684,153,3,93,0,0
969,-6570,-8975,477,4,2023-05-28 13:08:24,9094,10684,153,3,93,0,0
970,-6570,-8975,477,4,2023-05-28 13:08:24,9094,10684,153,3,93,0,0
971,-6570,-8975,477,4,2023-05-28 13:08:24,9094,11664,177,3,2,0,0
972,-6507,-9048,477,4,2023-05-28 13:08:25,9094,11731,172,3,0,100,0
973,-6507,-9048,477,4,2023-05-28 13:08:25,9094,11009,168,3,0,100,0
974,-6507,-9048,477,4,2023-05-28 13:08:25,9094,10264,147,3,0,100,0
975,-6365,-9167,479,4,2023-05-28 13:08:25,9094,11731,172,3,0,100,0
976,-6365,-9167,479,4,2023-05-28 13:08:25,9094,11009,168,3,0,100,0
977,-6365,-9167,479,4,2023-05-28 13:08:25,9094,10264,147,3,0,100,0
978,-6251,-9234,476,4,2023-05-28 13:08:25,9094,11731,172,3,0,100,0
979,-6251,-9234,476,4,2023-05-28 13:08:25,9094,11009,168,3,0,100,0
980,-6251,-9234,476,4,2023-05-28 13:08:25,9094,10264,147,3,0,100,0
981,-6236,-9242,477,4,2023-05-28 13:08:25,9094,11731,172,3,0,100,0
982,-6236,-9242,477,4,2023-05-28 13:08:25,9094,11009,168,3,0,100,0
983,-6236,-9242,477,4,2023-05-28 13:08:25,9094,10264,147,3,0,100,0
984,-6119,-9305,480,4,2023-05-28 13:08:26,9094,11088,128,2,0,100,0
985,-6119,-9305,480,4,2023-05-28 13:08:26,9094,10108,122,2,0,100,0
986,-6119,-9305,480,4,2023-05-28 13:08:26,9094,8428,99,2,0,100,0
987,-6119,-9305,480,4,2023-05-28 13:08:26,9094,6625,80,2,0,100,0
988,-6039,-9353,482,4,2023-05-28 13:08:26,9094,11088,128,2,0,100,0
989,-6039,-9353,482,4,2023-05-28 13:08:26,9094,10108,122,2,0,100,0
990,-6039,-9353,482,4,2023-05-28 13:08:26,9094,8428,99,2,0,100,0
991,-6039,-9353,482,4,2023-05-28 13:08:26,9094,6625,80,2,0,100,0
992,-5969,-9416,483,4,2023-05-28 13:08:26,9094,11088,128,2,0,100,0
993,-5969,-9416,483,4,2023-05-28 13:08:26,9094,10108,122,2,0,100,0
994,-5969,-9416,483,4,2023-05-28 13:08:26,9094,8428,99,2,0,100,0
995,-5969,-9416,483,4,2023-05-28 13:08:26,9094,6625,80,2,0,100,0
996,-5959,-9430,483,4,2023-05-28 13:08:26,9094,11088,128,2,0,100,0
997,-5959,-9430,483,4,2023-05-28 13:08:26,9094,10108,122,2,0,100,0
998,-5959,-9430,483,4,2023-05-28 13:08:26,9094,8428,99,2,0,100,0
999,-5959,-9430,483,4,2023-05-28 13:08:26,9094,6625,80,2,0,100,0
1000,-5933,-9490,484,4,2023-05-28 13:08:27,9094,6140,74,2,0,100,0
1001,-5933,-9490,484,4,2023-05-28 13:08:27,9094,5773,70,2,0,100,0
1002,-5933,-9490,484,4,2023-05-28 13:08:27,9094,5679,64,2,0,0,0
1003,-5930,-9543,486,4,2023-05-28 13:08:27,9094,6140,74,2,0,100,0
1004,-5930,-9543,486,4,2023-05-28 13:08:27,9094,5773,70,2,0,100,0
1005,-5930,-9543,486,4,2023-05-28 13:08:27,9094,5679,64,2,0,0,0
1006,-5942,-9608,487,4,2023-05-28 13:08:27,9094,6140,74,2,0,100,0
1007,-5942,-9608,487,4,2023-05-28 13:08:27,9094,5773,70,2,0,100,0
1008,-5942,-9608,487,4,2023-05-28 13:08:27,9094,5679,64,2,0,0,0
1009,-5950,-9628,487,4,2023-05-28 13:08:27,9094,6140,74,2,0,100,0
1010,-5950,-9628,487,4,2023-05-28 13:08:27,9094,5773,70,2,0,100,0
1011,-5950,-9628,487,4,2023-05-28 13:08:27,9094,5679,64,2,0,0,0
1012,-5979,-9675,489,4,2023-05-28 13:08:28,9094,5286,62,2,0,0,0
1013,-5979,-9675,489,4,2023-05-28 13:08:28,9094,5029,59,2,0,0,0
1014,-5979,-9675,489,4,2023-05-28 13:08:28,9094,5392,57,2,17,0,0
1015,-6010,-9704,490,4,2023-05-28 13:08:28,9094,5286,62,2,0,0,0
1016,-6010,-9704,490,4,2023-05-28 13:08:28,9094,5029,59,2,0,0,0
1017,-6010,-9704,490,4,2023-05-28 13:08:28,9094,5392,57,2,17,0,0
1018,-6044,-9723,492,4,2023-05-28 13:08:28,9094,5286,62,2,0,0,0
1019,-6044,-9723,492,4,2023-05-28 13:08:28,9094,5029,59,2,0,0,0
1020,-6044,-9723,492,4,2023-05-28 13:08:28,9094,5392,57,2,17,0,0
1021,-6099,-9741,496,4,2023-05-28 13:08:28,9094,5286,62,2,0,0,0
1022,-6099,-9741,496,4,2023-05-28 13:08:28,9094,5029,59,2,0,0,0
1023,-6099,-9741,496,4,2023-05-28 13:08:28,9094,5392,57,2,17,0,0
1024,-6149,-9753,498,4,2023-05-28 13:08:29,9094,5729,61,2,29,0,0
1025,-6149,-9753,498,4,2023-05-28 13:08:29,9094,6171,63,2,52,0,0
1026,-6149,-9753,498,4,2023-05-28 13:08:29,9094,6873,71,2,57,0,0
1027,-6149,-9753,498,4,2023-05-28 13:08:29,9094,7386,74,2,59,0,0
1028,-6149,-9753,498,4,2023-05-28 13:08:29,9094,8437,88,2,69,0,0
1029,-6180,-9758,500,4,2023-05-28 13:08:29,9094,5729,61,2,29,0,0
1030,-6180,-9758,500,4,2023-05-28 13:08:29,9094,6171,63,2,52,0,0
1031,-6180,-9758,500,4,2023-05-28 13:08:29,9094,6873,71,2,57,0,0
1032,-6180,-9758,500,4,2023-05-28 13:08:29,9094,7386,74,2,59,0,0
1033,-6180,-9758,500,4,2023-05-28 13:08:29,9094,8437,88,2,69,0,0
1034,-6251,-9765,503,4,2023-05-28 13:08:29,9094,5729,61,2,29,0,0
1035,-6251,-9765,503,4,2023-05-28 13:08:29,9094,6171,63,2,52,0,0
1036,-6251,-9765,503,4,2023-05-28 13:08:29,9094,6873,71,2,57,0,0
1037,-6251,-9765,503,4,2023-05-28 13:08:29,9094,7386,74,2,59,0,0
1038,-6251,-9765,503,4,2023-05-28 13:08:29,9094,8437,88,2,69,0,0
1039,-6281,-9767,505,4,2023-05-28 13:08:29,9094,5729,61,2,29,0,0
1040,-6281,-9767,505,4,2023-05-28 13:08:29,9094,6171,63,2,52,0,0
1041,-6281,-9767,505,4,2023-05-28 13:08:29,9094,6873,71,2,57,0,0
1042,-6281,-9767,505,4,2023-05-28 13:08:29,9094,7386,74,2,59,0,0
1043,-6281,-9767,505,4,2023-05-28 13:08:29,9094,8437,88,2,69,0,0
1044,-6343,-9771,508,4,2023-05-28 13:08:30,9094,9079,95,2,71,0,0
1045,-6343,-9771,508,4,2023-05-28 13:08:30,9094,9066,103,2,69,0,0
1046,-6343,-9771,508,4,2023-05-28 13:08:30,9094,8550,102,2,0,100,0
1047,-6343,-9771,508,4,2023-05-28 13:08:30,9094,7935,94,2,0,100,0
1048,-6343,-9771,508,4,2023-05-28 13:08:30,9094,7828,91,2,0,100,0
1049,-6451,-9773,512,4,2023-05-28 13:08:30,9094,9079,95,2,71,0,0
1050,-6451,-9773,512,4,2023-05-28 13:08:30,9094,9066,103,2,69,0,0
1051,-6451,-9773,512,4,2023-05-28 13:08:30,9094,8550,102,2,0,100,0
1052,-6451,-9773,512,4,2023-05-28 13:08:30,9094,7935,94,2,0,100,0
1053,-6451,-9773,512,4,2023-05-28 13:08:30,9094,7828,91,2,0,100,0
1054,-6525,-9768,516,4,2023-05-28 13:08:30,9094,9079,95,2,71,0,0
1055,-6525,-9768,516,4,2023-05-28 13:08:30,9094,9066,103,2,69,0,0
1056,-6525,-9768,516,4,2023-05-28 13:08:30,9094,8550,102,2,0,100,0
1057,-6525,-9768,516,4,2023-05-28 13:08:30,9094,7935,94,2,0,100,0
1058,-6525,-9768,516,4,2023-05-28 13:08:30,9094,7828,91,2,0,100,0
1059,-6565,-9763,518,4,2023-05-28 13:08:31,9094,7400,87,2,0,0,0
1060,-6565,-9763,518,4,2023-05-28 13:08:31,9094,7196,84,2,0,0,0
1061,-6565,-9763,518,4,2023-05-28 13:08:31,9094,7021,80,2,6,0,0
1062,-6565,-9763,518,4,2023-05-28 13:08:31,9094,7009,79,2,13,0,0
1063,-6612,-9755,519,4,2023-05-28 13:08:31,9094,7400,87,2,0,0,0
1064,-6612,-9755,519,4,2023-05-28 13:08:31,9094,7196,84,2,0,0,0
1065,-6612,-9755,519,4,2023-05-28 13:08:31,9094,7021,80,2,6,0,0
1066,-6612,-9755,519,4,2023-05-28 13:08:31,9094,7009,79,2,13,0,0
1067,-6664,-9739,520,4,2023-05-28 13:08:31,9094,7400,87,2,0,0,0
1068,-6664,-9739,520,4,2023-05-28 13:08:31,9094,7196,84,2,0,0,0
1069,-6664,-9739,520,4,2023-05-28 13:08:31,9094,7021,80,2,6,0,0
1070,-6664,-9739,520,4,2023-05-28 13:08:31,9094,7009,79,2,13,0,0
1071,-6702,-9719,520,4,2023-05-28 13:08:31,9094,7400,87,2,0,0,0
1072,-6702,-9719,520,4,2023-05-28 13:08:31,9094,7196,84,2,0,0,0
1073,-6702,-9719,520,4,2023-05-28 13:08:31,9094,7021,80,2,6,0,0
1074,-6702,-9719,520,4,2023-05-28 13:08:31,9094,7009,79,2,13,0,0
1075,-6739,-9685,519,4,2023-05-28 13:08:31,9094,7400,87,2,0,0,0
1076,-6739,-9685,519,4,2023-05-28 13:08:31,9094,7196,84,2,0,0,0
1077,-6739,-9685,519,4,2023-05-28 13:08:31,9094,7021,80,2,6,0,0
1078,-6739,-9685,519,4,2023-05-28 13:08:31,9094,7009,79,2,13,0,0
1079,-6765,-9645,515,4,2023-05-28 13:08:32,9094,7165,81,2,20,0,0
1080,-6765,-9645,515,4,2023-05-28 13:08:32,9094,7764,81,2,35,0,0
1081,-6765,-9645,515,4,2023-05-28 13:08:32,9094,8263,86,2,57,0,0
1082,-6788,-9582,512,4,2023-05-28 13:08:32,9094,7165,81,2,20,0,0
1083,-6788,-9582,512,4,2023-05-28 13:08:32,9094,7764,81,2,35,0,0
1084,-6788,-9582,512,4,2023-05-28 13:08:32,9094,8263,86,2,57,0,0
1085,-6809,-9494,510,4,2023-05-28 13:08:32,9094,7165,81,2,20,0,0
1086,-6809,-9494,510,4,2023-05-28 13:08:32,9094,7764,81,2,35,0,0
1087,-6809,-9494,510,4,2023-05-28 13:08:32,9094,8263,86,2,57,0,0
1088,-6813,-9474,509,4,2023-05-28 13:08:32,9094,7165,81,2,20,0,0
1089,-6813,-9474,509,4,2023-05-28 13:08:32,9094,7764,81,2,35,0,0
1090,-6813,-9474,509,4,2023-05-28 13:08:32,9094,8263,86,2,57,0,0
1091,-6824,-9422,509,4,2023-05-28 13:08:33,9094,9137,92,2,75,0,0
1092,-6824,-9422,509,4,2023-05-28 13:08:33,9094,9697,108,2,74,0,0
1093,-6824,-9422,509,4,2023-05-28 13:08:33,9094,11806,129,2,82,0,0
1094,-6849,-9331,507,4,2023-05-28 13:08:33,9094,9137,92,2,75,0,0
1095,-6849,-9331,507,4,2023-05-28 13:08:33,9094,9697,108,2,74,0,0
1096,-6849,-9331,507,4,2023-05-28 13:08:33,9094,11806,129,2,82,0,0
1097,-6868,-9285,506,4,2023-05-28 13:08:33,9094,9137,92,2,75,0,0
1098,-6868,-9285,506,4,2023-05-28 13:08:33,9094,9697,108,2,74,0,0
1099,-6868,-9285,506,4,2023-05-28 13:08:33,9094,11806,129,2,82,0,0
1100,-6892,-9237,506,4,2023-05-28 13:08:33,9094,9137,92,2,75,0,0
1101,-6892,-9237,506,4,2023-05-28 13:08:33,9094,9697,108,2,74,0,0
1102,-6892,-9237,506,4,2023-05-28 13:08:33,9094,11806,129,2,82,0,0
1103,-6961,-9124,504,4,2023-05-28 13:08:33,9094,9137,92,2,75,0,0
1104,-6961,-9124,504,4,2023-05-28 13:08:33,9094,9697,108,2,74,0,0
1105,-6961,-9124,504,4,2023-05-28 13:08:33,9094,11806,129,2,82,0,0
1106,-7030,-9025,503,4,2023-05-28 13:08:34,9094,10516,143,2,88,0,0
1107,-7030,-9025,503,4,2023-05-28 13:08:34,9094,11212,153,3,94,0,0
1108,-7030,-9025,503,4,2023-05-28 13:08:34,9094,10423,153,4,99,0,0
1109,-7030,-9025,503,4,2023-05-28 13:08:34,9094,11061,153,4,99,0,0
1110,-7088,-8940,504,4,2023-05-28 13:08:34,9094,10516,143,2,88,0,0
1111,-7088,-8940,504,4,2023-05-28 13:08:34,9094,11212,153,3,94,0,0
1112,-7088,-8940,504,4,2023-05-28 13:08:34,9094,10423,153,4,99,0,0
1113,-7088,-8940,504,4,2023-05-28 13:08:34,9094,11061,153,4,99,0,0
1114,-7140,-8853,504,4,2023-05-28 13:08:34,9094,10516,143,2,88,0,0
1115,-7140,-8853,504,4,2023-05-28 13:08:34,9094,11212,153,3,94,0,0
1116,-7140,-8853,504,4,2023-05-28 13:08:34,9094,10423,153,4,99,0,0
1117,-7140,-8853,504,4,2023-05-28 13:08:34,9094,11061,153,4,99,0,0
1118,-7197,-8738,504,4,2023-05-28 13:08:35,9094,11393,183,4,99,0,0
1119,-7197,-8738,504,4,2023-05-28 13:08:35,9094,10689,191,4,99,0,0
1120,-7197,-8738,504,4,2023-05-28 13:08:35,9094,10956,205,5,99,0,0
1121,-7197,-8738,504,4,2023-05-28 13:08:35,9094,11101,205,5,99,0,0
1122,-7230,-8661,503,4,2023-05-28 13:08:35,9094,11393,183,4,99,0,0
1123,-7230,-8661,503,4,2023-05-28 13:08:35,9094,10689,191,4,99,0,0
1124,-7230,-8661,503,4,2023-05-28 13:08:35,9094,10956,205,5,99,0,0
1125,-7230,-8661,503,4,2023-05-28 13:08:35,9094,11101,205,5,99,0,0
1126,-7257,-8591,503,4,2023-05-28 13:08:35,9094,11393,183,4,99,0,0
1127,-7257,-8591,503,4,2023-05-28 13:08:35,9094,10689,191,4,99,0,0
1128,-7257,-8591,503,4,2023-05-28 13:08:35,9094,10956,205,5,99,0,0
1129,-7257,-8591,503,4,2023-05-28 13:08:35,9094,11101,205,5,99,0,0
1130,-7329,-8376,503,4,2023-05-28 13:08:35,9094,11393,183,4,99,0,0
1131,-7329,-8376,503,4,2023-05-28 13:08:35,9094,10689,191,4,99,0,0
1132,-7329,-8376,503,4,2023-05-28 13:08:35,9094,10956,205,5,99,0,0
1133,-7329,-8376,503,4,2023-05-28 13:08:35,9094,11101,205,5,99,0,0
1134,-7384,-8194,503,4,2023-05-28 13:08:36,9094,11585,216,5,99,0,0
1135,-7384,-8194,503,4,2023-05-28 13:08:36,9094,11592,220,5,99,0,0
1136,-7384,-8194,503,4,2023-05-28 13:08:36,9094,10686,230,6,99,0,0
1137,-7384,-8194,503,4,2023-05-28 13:08:36,9094,10967,239,6,99,0,0
1138,-7431,-8030,502,4,2023-05-28 13:08:36,9094,11585,216,5,99,0,0
1139,-7431,-8030,502,4,2023-05-28 13:08:36,9094,11592,220,5,99,0,0
1140,-7431,-8030,502,4,2023-05-28 13:08:36,9094,10686,230,6,99,0,0
1141,-7431,-8030,502,4,2023-05-28 13:08:36,9094,10967,239,6,99,0,0
1142,-7468,-7895,502,4,2023-05-28 13:08:36,9094,11585,216,5,99,0,0
1143,-7468,-7895,502,4,2023-05-28 13:08:36,9094,11592,220,5,99,0,0
1144,-7468,-7895,502,4,2023-05-28 13:08:36,9094,10686,230,6,99,0,0
1145,-7468,-7895,502,4,2023-05-28 13:08:36,9094,10967,239,6,99,0,0
1146,-7502,-7770,502,4,2023-05-28 13:08:36,9094,11585,216,5,99,0,0
1147,-7502,-7770,502,4,2023-05-28 13:08:36,9094,11592,220,5,99,0,0
1148,-7502,-7770,502,4,2023-05-28 13:08:36,9094,10686,230,6,99,0,0
1149,-7502,-7770,502,4,2023-05-28 13:08:36,9094,10967,239,6,99,0,0
1150,-7541,-7615,502,4,2023-05-28 13:08:36,9094,11585,216,5,99,0,0
1151,-7541,-7615,502,4,2023-05-28 13:08:36,9094,11592,220,5,99,0,0
1152,-7541,-7615,502,4,2023-05-28 13:08:36,9094,10686,230,6,99,0,0
1153,-7541,-7615,502,4,2023-05-28 13:08:36,9094,10967,239,6,99,0,0
1154,-7599,-7321,503,4,2023-05-28 13:08:37,9094,11324,248,6,99,0,0
1155,-7599,-7321,503,4,2023-05-28 13:08:37,9094,11454,251,6,99,0,0
1156,-7599,-7321,503,4,2023-05-28 13:08:37,9094,10835,256,6,99,0,0
1157,-7629,-7077,503,4,2023-05-28 13:08:37,9094,11324,248,6,99,0,0
1158,-7629,-7077,503,4,2023-05-28 13:08:37,9094,11454,251,6,99,0,0
1159,-7629,-7077,503,4,2023-05-28 13:08:37,9094,10835,256,6,99,0,0
